날짜,종가,전일비,시가,고가,저가,거래량
,,,,,,
2023.01.11,60500.0,100.0,61000.0,61200.0,60300.0,12310751.0
2023.01.10,60400.0,300.0,60200.0,61100.0,59900.0,14859797.0
2023.01.09,60700.0,1700.0,59700.0,60700.0,59600.0,18640107.0
2023.01.06,59000.0,800.0,58300.0,59400.0,57900.0,17334989.0
2023.01.05,58200.0,400.0,58200.0,58800.0,57600.0,15682826.0
,,,,,,
,,,,,,
,,,,,,
2023.01.04,57800.0,2400.0,55700.0,58000.0,55600.0,20188071.0
2023.01.03,55400.0,100.0,55400.0,56000.0,54500.0,13547030.0
2023.01.02,55500.0,200.0,55500.0,56100.0,55200.0,10031448.0
2022.12.29,55300.0,1300.0,56000.0,56200.0,55300.0,11295935.0
2022.12.28,56600.0,1500.0,57600.0,57600.0,56400.0,14665410.0
,,,,,,
